,,,,,,,,,,,,,,,,,,,,,,,,,,,max_TTL
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21555,255,255,,,,,,,,,,,,,,,,,,,,,,21555
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21555,255,255,,,,,,,,,,,,,,,,,,,,,,21555
10.30.221.65,8.8.8.8,nrdp-cell4.prod.ftl.netflix.com,21554,254,254,,,,,,,,,,,,,,,,,,,,,,21554
10.30.244.55,8.8.8.8,s-iavs9x.avcdn.net,345,21554,20,,,,,,,,,,,,,,,,,,,,,,21554
10.30.224.195,8.8.8.8,r9319236.iavs9x.u.avast.com,6304,21554,20,20,,,,,,,,,,,,,,,,,,,,,21554
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21554,254,254,,,,,,,,,,,,,,,,,,,,,,21554
10.30.224.195,8.8.8.8,s1843811.iavs9x.u.avast.com,3995,21554,20,20,,,,,,,,,,,,,,,,,,,,,21554
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21553,253,253,,,,,,,,,,,,,,,,,,,,,,21553
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21553,253,253,,,,,,,,,,,,,,,,,,,,,,21553
10.30.220.206,8.8.8.8,api.taboola.com,21552,12,12,12,12,,,,,,,,,,,,,,,,,,,,21552
10.30.224.195,8.8.8.8,s-vps18.avcdn.net,797,21552,20,20,,,,,,,,,,,,,,,,,,,,,21552
10.30.224.195,8.8.8.8,s-vps18.avcdn.net,797,21552,20,20,,,,,,,,,,,,,,,,,,,,,21552
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21551,251,251,,,,,,,,,,,,,,,,,,,,,,21551
10.30.228.34,8.8.8.8,android.prod.ftl.netflix.com,21550,250,250,,,,,,,,,,,,,,,,,,,,,,21550
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21549,249,249,,,,,,,,,,,,,,,,,,,,,,21549
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21549,249,249,,,,,,,,,,,,,,,,,,,,,,21549
10.30.244.55,8.8.8.8,s-vps18.avcdn.net,543,21549,20,,,,,,,,,,,,,,,,,,,,,,21549
10.30.220.230,8.8.8.8,api.accuweather.com,21548,21549,20,20,,,,,,,,,,,,,,,,,,,,,21549
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21548,248,248,,,,,,,,,,,,,,,,,,,,,,21548
10.30.220.230,8.8.8.8,api.accuweather.com,21548,20288,17,17,,,,,,,,,,,,,,,,,,,,,21548
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21547,247,247,,,,,,,,,,,,,,,,,,,,,,21547
10.30.224.195,8.8.8.8,m0658849.iavs9x.u.avast.com,7123,21547,4,4,,,,,,,,,,,,,,,,,,,,,21547
10.30.224.195,8.8.8.8,n8283613.iavs9x.u.avast.com,1636,21547,4,4,,,,,,,,,,,,,,,,,,,,,21547
10.30.224.195,8.8.8.8,r0965026.iavs9x.u.avast.com,6555,21547,4,4,,,,,,,,,,,,,,,,,,,,,21547
10.30.224.195,8.8.8.8,m0658849.iavs9x.u.avast.com,7123,21547,8,8,,,,,,,,,,,,,,,,,,,,,21547
10.30.221.226,8.8.8.8,nrdp.prod.ftl.netflix.com,21547,247,247,,,,,,,,,,,,,,,,,,,,,,21547
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21546,242,242,,,,,,,,,,,,,,,,,,,,,,21546
10.30.244.55,8.8.8.8,n2833777.iavs9x.u.avast.com,6454,21546,20,20,,,,,,,,,,,,,,,,,,,,,21546
10.30.244.55,8.8.8.8,r4427608.iavs9x.u.avast.com,6210,21546,20,20,,,,,,,,,,,,,,,,,,,,,21546
10.30.244.55,8.8.8.8,r4427608.iavs9x.u.avast.com,6210,21546,20,20,,,,,,,,,,,,,,,,,,,,,21546
10.30.244.55,8.8.8.8,l7814800.iavs9x.u.avast.com,4421,21546,20,20,,,,,,,,,,,,,,,,,,,,,21546
10.30.244.55,8.8.8.8,s1843811.iavs9x.u.avast.com,6764,21546,19,19,,,,,,,,,,,,,,,,,,,,,21546
10.30.254.229,8.8.8.8,captive.apple.com,15534,300,300,30,21546,20,,,,,,,,,,,,,,,,,,,21546
10.30.219.139,8.8.8.8,p9854759.iavs9x.u.avast.com,4283,21545,1,1,,,,,,,,,,,,,,,,,,,,,21545
10.30.219.139,8.8.8.8,z4055813.iavs9x.u.avast.com,7060,21545,1,1,,,,,,,,,,,,,,,,,,,,,21545
10.30.219.139,8.8.8.8,p9854759.iavs9x.u.avast.com,4283,21545,20,20,,,,,,,,,,,,,,,,,,,,,21545
10.30.219.139,8.8.8.8,s1843811.iavs9x.u.avast.com,7141,21545,20,20,,,,,,,,,,,,,,,,,,,,,21545
10.30.244.55,8.8.8.8,r4427608.iavs9x.u.avast.com,6209,21545,7,7,,,,,,,,,,,,,,,,,,,,,21545
10.30.244.55,8.8.8.8,n2833777.iavs9x.u.avast.com,6453,21545,7,7,,,,,,,,,,,,,,,,,,,,,21545
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21545,245,245,,,,,,,,,,,,,,,,,,,,,,21545
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21545,154,154,,,,,,,,,,,,,,,,,,,,,,21545
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21545,30,30,,,,,,,,,,,,,,,,,,,,,,21545
10.30.224.195,8.8.8.8,n4291289.iavs9x.u.avast.com,7152,21545,20,20,,,,,,,,,,,,,,,,,,,,,21545
10.30.224.195,8.8.8.8,n4291289.iavs9x.u.avast.com,7152,21545,20,20,,,,,,,,,,,,,,,,,,,,,21545
10.30.220.230,8.8.8.8,sodium.slp.pos.here.com,19851,21545,60,24,24,24,,,,,,,,,,,,,,,,,,,21545
10.30.244.55,8.8.8.8,n4291289.iavs9x.u.avast.com,6730,21544,20,20,,,,,,,,,,,,,,,,,,,,,21544
10.30.244.55,8.8.8.8,n8283613.iavs9x.u.avast.com,6023,21544,20,20,,,,,,,,,,,,,,,,,,,,,21544
10.30.244.55,8.8.8.8,r0965026.iavs9x.u.avast.com,6256,21544,20,20,,,,,,,,,,,,,,,,,,,,,21544
10.30.244.55,8.8.8.8,n8283613.iavs9x.u.avast.com,6023,21544,18,18,,,,,,,,,,,,,,,,,,,,,21544
10.30.244.55,8.8.8.8,n4291289.iavs9x.u.avast.com,6730,21544,18,18,,,,,,,,,,,,,,,,,,,,,21544
10.30.224.195,8.8.8.8,s-iavs9x.avcdn.net,361,21543,20,,,,,,,,,,,,,,,,,,,,,,21543
10.30.244.55,8.8.8.8,s-vps18.avcdn.net,571,21543,20,20,,,,,,,,,,,,,,,,,,,,,21543
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21542,242,242,,,,,,,,,,,,,,,,,,,,,,21542
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21542,242,242,,,,,,,,,,,,,,,,,,,,,,21542
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21542,242,242,,,,,,,,,,,,,,,,,,,,,,21542
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21542,242,242,,,,,,,,,,,,,,,,,,,,,,21542
10.30.224.195,8.8.8.8,j0294597.iavs9x.u.avast.com,7148,21542,20,20,,,,,,,,,,,,,,,,,,,,,21542
10.30.224.195,8.8.8.8,r0965026.iavs9x.u.avast.com,6264,21542,20,20,,,,,,,,,,,,,,,,,,,,,21542
10.30.224.195,8.8.8.8,z4055813.iavs9x.u.avast.com,3682,21542,20,20,,,,,,,,,,,,,,,,,,,,,21542
10.30.244.55,8.8.8.8,n2833777.iavs9x.u.avast.com,6490,21542,20,20,,,,,,,,,,,,,,,,,,,,,21542
10.30.244.55,8.8.8.8,r0965026.iavs9x.u.avast.com,2678,21542,20,20,,,,,,,,,,,,,,,,,,,,,21542
10.30.236.9,8.8.8.8,global.market.xiaomi.com,21542,2,2,2,2,,,,,,,,,,,,,,,,,,,,21542
10.30.221.65,8.8.8.8,nrdp-cell4.prod.ftl.netflix.com,21541,241,241,,,,,,,,,,,,,,,,,,,,,,21541
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21541,241,241,,,,,,,,,,,,,,,,,,,,,,21541
10.30.219.139,8.8.8.8,s-iavs9x.avcdn.net,373,21541,20,,,,,,,,,,,,,,,,,,,,,,21541
10.30.219.139,8.8.8.8,s-iavs9x.avcdn.net,373,21541,18,18,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,l2983942.iavs9x.u.avast.com,7037,21541,20,20,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,r0965026.iavs9x.u.avast.com,5845,21541,20,20,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,l2983942.iavs9x.u.avast.com,7037,21541,20,20,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,r6726306.iavs9x.u.avast.com,6450,21541,20,20,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,c3978047.iavs9x.u.avast.com,2328,21541,2,2,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,r0965026.iavs9x.u.avast.com,5845,21541,2,2,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,r6726306.iavs9x.u.avast.com,6450,21541,2,2,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,l7814800.vps18.u.avcdn.net,849,21541,20,20,,,,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,l7814800.vps18.u.avcdn.net,849,21541,13,13,13,13,13,,,,,,,,,,,,,,,,,,21541
10.30.244.55,8.8.8.8,r4427608.iavs9x.u.avast.com,6838,21540,20,20,,,,,,,,,,,,,,,,,,,,,21540
10.30.244.55,8.8.8.8,l4691727.iavs9x.u.avast.com,5930,21540,20,20,,,,,,,,,,,,,,,,,,,,,21540
10.30.244.55,8.8.8.8,r0965026.iavs9x.u.avast.com,2522,21540,20,20,,,,,,,,,,,,,,,,,,,,,21540
10.30.244.55,8.8.8.8,j0294597.iavs9x.u.avast.com,7153,21540,20,20,,,,,,,,,,,,,,,,,,,,,21540
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21540,240,240,,,,,,,,,,,,,,,,,,,,,,21540
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21540,240,240,,,,,,,,,,,,,,,,,,,,,,21540
10.30.221.65,8.8.8.8,nrdp-cell4.prod.ftl.netflix.com,21539,239,239,,,,,,,,,,,,,,,,,,,,,,21539
10.30.219.139,8.8.8.8,s-vps18.avcdn.net,1296,21539,20,,,,,,,,,,,,,,,,,,,,,,21539
10.30.219.139,8.8.8.8,s-vps18.avcdn.net,1295,21538,20,20,,,,,,,,,,,,,,,,,,,,,21538
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21538,238,238,,,,,,,,,,,,,,,,,,,,,,21538
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21538,238,238,,,,,,,,,,,,,,,,,,,,,,21538
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21538,238,238,,,,,,,,,,,,,,,,,,,,,,21538
10.30.244.55,8.8.4.4,r3802239.iavs9x.u.avast.com,7063,21538,20,20,,,,,,,,,,,,,,,,,,,,,21538
10.30.220.230,8.8.8.8,sodium.slp.pos.here.com,20875,21538,59,20,20,20,,,,,,,,,,,,,,,,,,,21538
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21537,237,237,,,,,,,,,,,,,,,,,,,,,,21537
10.30.244.55,8.8.8.8,n2833777.iavs9x.u.avast.com,5863,21537,20,20,,,,,,,,,,,,,,,,,,,,,21537
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21536,236,236,,,,,,,,,,,,,,,,,,,,,,21536
10.30.224.195,8.8.4.4,s-iavs9x.avcdn.net,1020,21536,20,,,,,,,,,,,,,,,,,,,,,,21536
10.30.224.195,8.8.8.8,s-iavs9x.avcdn.net,1019,21535,6,6,,,,,,,,,,,,,,,,,,,,,21535
10.30.224.195,8.8.8.8,r6726306.vps18.u.avcdn.net,850,21535,20,20,,,,,,,,,,,,,,,,,,,,,21535
10.30.224.195,8.8.8.8,f3461309.vps18.u.avcdn.net,996,21535,20,20,,,,,,,,,,,,,,,,,,,,,21535
10.30.224.195,8.8.8.8,b8003600.vps18.u.avcdn.net,513,21535,20,20,,,,,,,,,,,,,,,,,,,,,21535
10.30.224.195,8.8.8.8,b7210692.vps18.u.avcdn.net,633,21535,20,20,,,,,,,,,,,,,,,,,,,,,21535
10.30.224.195,8.8.8.8,r6726306.vps18.u.avcdn.net,850,21535,20,20,,,,,,,,,,,,,,,,,,,,,21535
10.30.224.195,8.8.8.8,b8003600.vps18.u.avcdn.net,513,21535,20,20,,,,,,,,,,,,,,,,,,,,,21535
10.30.224.195,8.8.8.8,b7210692.vps18.u.avcdn.net,633,21535,19,19,,,,,,,,,,,,,,,,,,,,,21535
10.30.221.65,8.8.8.8,nrdp-cell4.prod.ftl.netflix.com,21534,234,234,,,,,,,,,,,,,,,,,,,,,,21534
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21534,234,234,,,,,,,,,,,,,,,,,,,,,,21534
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21534,234,234,,,,,,,,,,,,,,,,,,,,,,21534
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21532,232,232,,,,,,,,,,,,,,,,,,,,,,21532
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21532,232,232,,,,,,,,,,,,,,,,,,,,,,21532
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21531,231,231,,,,,,,,,,,,,,,,,,,,,,21531
10.30.220.230,8.8.8.8,api.accuweather.com,21132,21531,20,20,,,,,,,,,,,,,,,,,,,,,21531
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21530,230,230,,,,,,,,,,,,,,,,,,,,,,21530
10.30.219.139,8.8.8.8,s-vps18.avcdn.net,143,21528,20,,,,,,,,,,,,,,,,,,,,,,21528
10.30.219.139,8.8.8.8,s-vps18.avcdn.net,143,21528,20,20,,,,,,,,,,,,,,,,,,,,,21528
10.30.244.55,8.8.8.8,m0658849.iavs9x.u.avast.com,6374,21528,8,8,,,,,,,,,,,,,,,,,,,,,21528
10.30.219.139,8.8.8.8,p1043812.iavs9x.u.avast.com,4509,21528,3,3,,,,,,,,,,,,,,,,,,,,,21528
10.30.219.139,8.8.8.8,y9830512.iavs9x.u.avast.com,5323,21528,3,3,,,,,,,,,,,,,,,,,,,,,21528
10.30.219.139,8.8.8.8,z4055813.iavs9x.u.avast.com,6008,21527,20,20,,,,,,,,,,,,,,,,,,,,,21527
10.30.219.139,8.8.4.4,b8003600.iavs9x.u.avast.com,6820,21527,20,20,,,,,,,,,,,,,,,,,,,,,21527
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21527,227,227,,,,,,,,,,,,,,,,,,,,,,21527
10.30.219.139,8.8.8.8,b8003600.iavs9x.u.avast.com,6819,21526,20,20,,,,,,,,,,,,,,,,,,,,,21526
10.30.244.55,8.8.8.8,r6726306.iavs9x.u.avast.com,6421,21526,20,20,,,,,,,,,,,,,,,,,,,,,21526
10.30.219.139,8.8.8.8,s-iavs9x.avcdn.net,1162,21526,20,,,,,,,,,,,,,,,,,,,,,,21526
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21526,226,226,,,,,,,,,,,,,,,,,,,,,,21526
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21526,226,226,,,,,,,,,,,,,,,,,,,,,,21526
10.30.244.55,8.8.8.8,y9830512.iavs9x.u.avast.com,1962,21526,20,20,,,,,,,,,,,,,,,,,,,,,21526
10.30.244.55,8.8.8.8,h4444966.iavs9x.u.avast.com,6960,21526,20,20,,,,,,,,,,,,,,,,,,,,,21526
10.30.244.55,8.8.8.8,s-iavs9x.avcdn.net,595,21526,20,,,,,,,,,,,,,,,,,,,,,,21526
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21525,225,225,,,,,,,,,,,,,,,,,,,,,,21525
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21525,225,225,,,,,,,,,,,,,,,,,,,,,,21525
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21525,225,225,,,,,,,,,,,,,,,,,,,,,,21525
10.30.224.195,8.8.8.8,z4055813.iavs9x.u.avast.com,6519,21524,20,20,,,,,,,,,,,,,,,,,,,,,21524
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21524,224,224,,,,,,,,,,,,,,,,,,,,,,21524
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21524,224,224,,,,,,,,,,,,,,,,,,,,,,21524
10.30.244.55,8.8.8.8,r6726306.iavs9x.u.avast.com,6780,21524,20,20,,,,,,,,,,,,,,,,,,,,,21524
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21523,223,223,,,,,,,,,,,,,,,,,,,,,,21523
10.30.221.65,8.8.8.8,nrdp-cell4.prod.ftl.netflix.com,21522,222,222,,,,,,,,,,,,,,,,,,,,,,21522
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21522,222,222,,,,,,,,,,,,,,,,,,,,,,21522
10.30.244.55,8.8.8.8,d3176133.iavs9x.u.avast.com,6722,21521,20,20,,,,,,,,,,,,,,,,,,,,,21521
10.30.244.55,8.8.8.8,r0965026.iavs9x.u.avast.com,7055,21521,20,20,,,,,,,,,,,,,,,,,,,,,21521
10.30.244.55,8.8.8.8,t1024579.iavs9x.u.avast.com,6923,21521,20,20,,,,,,,,,,,,,,,,,,,,,21521
10.30.244.55,8.8.8.8,z4055813.iavs9x.u.avast.com,4798,21521,20,20,,,,,,,,,,,,,,,,,,,,,21521
10.30.244.55,8.8.8.8,r0965026.iavs9x.u.avast.com,7055,21521,20,20,,,,,,,,,,,,,,,,,,,,,21521
10.30.244.55,8.8.8.8,r6726306.iavs9x.u.avast.com,2391,21521,19,19,,,,,,,,,,,,,,,,,,,,,21521
10.30.244.55,8.8.8.8,d3176133.iavs9x.u.avast.com,6722,21521,11,11,,,,,,,,,,,,,,,,,,,,,21521
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21521,221,221,,,,,,,,,,,,,,,,,,,,,,21521
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21519,219,219,,,,,,,,,,,,,,,,,,,,,,21519
10.30.224.195,8.8.4.4,stream-production.avcdn.net,255,21519,8,8,,,,,,,,,,,,,,,,,,,,,21519
10.30.224.195,8.8.8.8,s-iavs9x.avcdn.net,524,21519,20,20,,,,,,,,,,,,,,,,,,,,,21519
10.30.244.55,8.8.8.8,s-iavs9x.avcdn.net,583,21517,18,18,,,,,,,,,,,,,,,,,,,,,21517
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21517,217,217,,,,,,,,,,,,,,,,,,,,,,21517
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21516,216,216,,,,,,,,,,,,,,,,,,,,,,21516
10.30.244.55,8.8.8.8,s-iavs9x.avcdn.net,582,21516,20,,,,,,,,,,,,,,,,,,,,,,21516
10.30.244.55,8.8.8.8,r9319236.iavs9x.u.avast.com,6981,21515,10,10,,,,,,,,,,,,,,,,,,,,,21515
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21515,215,215,,,,,,,,,,,,,,,,,,,,,,21515
10.30.244.55,8.8.8.8,s-iavs9x.avcdn.net,923,21515,20,,,,,,,,,,,,,,,,,,,,,,21515
10.30.244.55,8.8.8.8,s-iavs9x.avcdn.net,923,21515,20,20,,,,,,,,,,,,,,,,,,,,,21515
10.30.254.229,8.8.8.8,cdn-settings.appsflyersdk.com,113,21514,20,20,,,,,,,,,,,,,,,,,,,,,21514
10.30.221.226,8.8.8.8,nrdp.prod.ftl.netflix.com,21514,214,214,,,,,,,,,,,,,,,,,,,,,,21514
10.30.221.65,8.8.8.8,nrdp-cell4.prod.ftl.netflix.com,21513,213,213,,,,,,,,,,,,,,,,,,,,,,21513
10.30.224.195,8.8.8.8,b8003600.vps18.u.avcdn.net,177,21513,20,20,,,,,,,,,,,,,,,,,,,,,21513
10.30.224.195,8.8.8.8,w5805295.vps18.u.avcdn.net,1030,21513,20,20,,,,,,,,,,,,,,,,,,,,,21513
10.30.224.195,8.8.8.8,f3461309.vps18.u.avcdn.net,342,21513,20,20,20,20,,,,,,,,,,,,,,,,,,,21513
10.30.219.139,8.8.8.8,s-iavs9x.avcdn.net,806,21512,20,,,,,,,,,,,,,,,,,,,,,,21512
10.30.219.139,8.8.8.8,s-iavs9x.avcdn.net,806,21512,20,20,,,,,,,,,,,,,,,,,,,,,21512
10.30.219.139,8.8.8.8,c3978047.iavs9x.u.avast.com,5417,21512,20,20,,,,,,,,,,,,,,,,,,,,,21512
10.30.219.139,8.8.8.8,p1043812.iavs9x.u.avast.com,5118,21512,20,20,,,,,,,,,,,,,,,,,,,,,21512
10.30.219.139,8.8.8.8,z4055813.iavs9x.u.avast.com,7108,21512,20,20,,,,,,,,,,,,,,,,,,,,,21512
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21512,212,212,,,,,,,,,,,,,,,,,,,,,,21512
10.30.244.55,8.8.8.8,s-iavs9x.avcdn.net,676,21512,20,,,,,,,,,,,,,,,,,,,,,,21512
10.30.220.230,8.8.8.8,sodium.slp.pos.here.com,18053,21511,60,53,53,53,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,z4055813.iavs9x.u.avast.com,4142,21511,20,20,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,z4055813.iavs9x.u.avast.com,4142,21511,20,20,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,g1928587.iavs9x.u.avast.com,2164,21511,19,19,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,c3978047.iavs9x.u.avast.com,6994,21511,20,20,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,g1928587.iavs9x.u.avast.com,2164,21511,20,20,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,m0658849.iavs9x.u.avast.com,3368,21511,20,20,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,l7814800.iavs9x.u.avast.com,4994,21511,20,20,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,m0658849.iavs9x.u.avast.com,3368,21511,20,20,,,,,,,,,,,,,,,,,,,,,21511
10.30.224.195,8.8.8.8,z4055813.iavs9x.u.avast.com,4142,21511,19,19,,,,,,,,,,,,,,,,,,,,,21511
10.30.219.139,8.8.8.8,c3978047.iavs9x.u.avast.com,5415,21510,16,16,,,,,,,,,,,,,,,,,,,,,21510
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21510,210,210,,,,,,,,,,,,,,,,,,,,,,21510
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21510,210,210,,,,,,,,,,,,,,,,,,,,,,21510
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21510,210,210,,,,,,,,,,,,,,,,,,,,,,21510
10.30.244.55,8.8.8.8,l2983942.vps18.u.avcdn.net,415,21509,20,20,,,,,,,,,,,,,,,,,,,,,21509
10.30.244.55,8.8.8.8,j0294597.iavs9x.u.avast.com,7009,21509,5,5,,,,,,,,,,,,,,,,,,,,,21509
10.30.244.55,8.8.8.8,n4291289.iavs9x.u.avast.com,6097,21509,5,5,,,,,,,,,,,,,,,,,,,,,21509
10.30.244.55,8.8.8.8,c3978047.vps18.u.avcdn.net,547,21508,20,20,20,20,,,,,,,,,,,,,,,,,,,21508
10.30.244.55,8.8.8.8,b8003600.vps18.u.avcdn.net,310,21508,20,20,20,20,,,,,,,,,,,,,,,,,,,21508
10.30.244.55,8.8.8.8,l2983942.vps18.u.avcdn.net,414,21508,20,20,20,20,,,,,,,,,,,,,,,,,,,21508
10.30.244.55,8.8.8.8,l7814800.vps18.u.avcdn.net,328,21508,20,20,20,20,,,,,,,,,,,,,,,,,,,21508
10.30.244.55,8.8.8.8,w5805295.vps18.u.avcdn.net,115,21508,20,20,20,20,,,,,,,,,,,,,,,,,,,21508
10.30.244.55,8.8.8.8,w5805295.vps18.u.avcdn.net,115,21508,20,20,20,20,20,,,,,,,,,,,,,,,,,,21508
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21508,208,208,,,,,,,,,,,,,,,,,,,,,,21508
10.30.221.65,8.8.8.8,nrdp-cell4.prod.ftl.netflix.com,21507,207,207,,,,,,,,,,,,,,,,,,,,,,21507
10.30.244.55,8.8.8.8,p1043812.iavs9x.u.avast.com,6894,21507,20,20,,,,,,,,,,,,,,,,,,,,,21507
10.30.244.55,8.8.8.8,w5805295.iavs9x.u.avast.com,6544,21507,20,20,,,,,,,,,,,,,,,,,,,,,21507
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21507,207,207,,,,,,,,,,,,,,,,,,,,,,21507
10.30.220.230,8.8.8.8,sodium.slp.pos.here.com,11645,21507,60,1,1,1,,,,,,,,,,,,,,,,,,,21507
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21506,152,152,,,,,,,,,,,,,,,,,,,,,,21506
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21506,206,206,,,,,,,,,,,,,,,,,,,,,,21506
10.30.224.195,8.8.8.8,s-vps18.avcdn.net,1283,21506,20,20,,,,,,,,,,,,,,,,,,,,,21506
10.30.219.139,8.8.8.8,s-vps18.avcdn.net,548,21505,19,,,,,,,,,,,,,,,,,,,,,,21505
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21505,205,205,,,,,,,,,,,,,,,,,,,,,,21505
10.30.244.55,8.8.8.8,d3176133.iavs9x.u.avast.com,6046,21505,20,20,,,,,,,,,,,,,,,,,,,,,21505
10.30.244.55,8.8.8.8,p9854759.iavs9x.u.avast.com,1794,21505,20,20,,,,,,,,,,,,,,,,,,,,,21505
10.30.244.55,8.8.8.8,d3176133.iavs9x.u.avast.com,6046,21505,19,19,,,,,,,,,,,,,,,,,,,,,21505
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21505,205,205,,,,,,,,,,,,,,,,,,,,,,21505
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21504,204,204,,,,,,,,,,,,,,,,,,,,,,21504
10.30.223.81,8.8.8.8,nrdp.prod.ftl.netflix.com,21504,204,204,,,,,,,,,,,,,,,,,,,,,,21504
10.30.244.55,8.8.8.8,n2833777.iavs9x.u.avast.com,5988,21504,20,20,,,,,,,,,,,,,,,,,,,,,21504
10.30.244.55,8.8.8.8,r3802239.iavs9x.u.avast.com,6268,21504,20,20,,,,,,,,,,,,,,,,,,,,,21504
10.30.244.55,8.8.8.8,h4444966.iavs9x.u.avast.com,4470,21504,8,8,,,,,,,,,,,,,,,,,,,,,21504
10.30.244.55,8.8.8.8,h4444966.iavs9x.u.avast.com,4470,21504,8,8,,,,,,,,,,,,,,,,,,,,,21504
10.30.244.55,8.8.8.8,l4691727.iavs9x.u.avast.com,6950,21504,8,8,,,,,,,,,,,,,,,,,,,,,21504
10.30.244.55,8.8.8.8,p9854759.iavs9x.u.avast.com,5616,21504,8,8,,,,,,,,,,,,,,,,,,,,,21504
